ATT_NAME_TH,ATT_NAME_EN,ATT_NEARBY_LOCATION,ATT_ADDRESS,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ATTR_CATAGORY_TH,ATTR_SUB_TYPE_TH,ATT_START_END,ATT_DETAIL_TH,ATT_LOCATION,LATITUDE_LOCATION,LONGITUDE_LOCATION
วัดถ้ำสาริกา ,Wat Tum Sa Ri Ka,อยู่ในเขตตำบลธรรมเสน ทางเดียวกับทางไปเขาช่องพราน โดยที่ตั้งของถ้ำสาริกาจะอยู่ถึงก่อนเขาช่องพราน,หมู่ 8,ภาคกลาง,,โพธาราม,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),"ทุกวัน 07.00 18.00 น.
",ในอดีตที่นี่เคยเป็นถ้ำที่สมเด็จพระเจ้าตากสินมหาราชได้แวะเข้าพัก พร้อมไพร่พล โดยถ้ำสาริกา เป็นถ้ำที่มีหินงอก หินย้อยสวยงาม ภายในถ้ำมีโถงขนาดใหญ่ แยกเป็นถ้ำร้อน และถ้ำเย็น ถ้ำสาลิกามีชื่อเดิมว่า ถ้ำตีเหล็ก เพราะเป็นสถานที่ตีเหล็กของชาวบ้านในสมัยก่อน ต่อมาได้เปลี่ยนชื่อมาเป็นถ้ำสาลิกา เพราะชาวบ้านสมัยนั้นเข้าไปในถ้ำและเห็นนกสาลิกาอยู่หลายคู่ และต่อมาใน ปี พ.ศ. 2511 มีการส้างปูชนียวัตถุ 2 รูป คือ พระสังกระจาย และพระสีวรี พร้อมสร้างบันไดขึ้นถ้ำ และเปลี่ยนจากสำนักสงฆ์ที่มีผู้แวะเวียนมาปฏิบัติธรรมอยู่เป็นประจำ ให้เป็นวัดถ้ำสาริกา เมื่อปี พ.ศ. 2530,"13.6588723, 99.6884103",13.6588723,99.6884103
วัดพญาไม้,ไม่มี,อยู่หมู่ 2 ตำบลโคกหม้อ อำเภอเมือง ใกล้ห้างบิ๊กซีราชบุรี,38/1,ภาคกลาง,โคกหม้อ,เมืองราชบุรี,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),ทุกวันตั้งแต่เวลา 08.30   17.30 น.,วัดพญาไม้ เป็นวัดที่มีพุทธศาสนิกชนจากทั่วสารทิศเดินทางมากราบไหว้ หลวงพ่อตามใจ พระพุทธรูปศักดิ์สิทธิ์แห่งเมืองราชบุรี หลวงพ่อตามใจ หรือ พระพุทธชัยมงคล เป็นพระพุทธรูปปูนปั้น ปางสะดุ้งมาร ศิลปะสมัยอยุธยาตอนต้น สูง 2 เมตร หน้าตักกว้าง 1.70 เมตร พุทธลักษณะงดงามผุดผ่องมาก โดยเฉพาะพระพักตร์ที่อิ่มเอิบ พระโอษฐ์ที่ให้ความรู้สึกว่าท่านแย้มยิ้มตลอดเวลา หลวงพ่อตามใจ ประดิษฐานอยู่ในพระอุโบสถหลังเก่า วัดพญาไม้,"13.5539251, 99.8196323999999",13.5539251,99.8196324
ศาลเจ้าแม่เบิกไพร,ไม่มี,อยู่ที่ตำบลเบิกไพร อำเภอบ้านโป่ง ริมฝั่งแม่น้ำแม่กลอง ใกล้พิพิธภัณฑ์พื้นบ้านวัดม่วง, 1 หมู่ 1 ,ภาคกลาง,,บ้านโป่ง,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),,ศาลเจ้าแม่เบิกไพร ตั้งอยู่เลขที่ 1 หมู่ 1 ตำบลเบิกไพร อำเภอบ้านโป่ง จังหวัดราชบุรี  ประมาณในรัชสมัยกรุงธนบุรีหรือประมาณ พ.ศ. 2317 เมืองราชบุรี(เมืองคูบัว) เป็นเมืองท่า มีการติดต่อค้าขายกับชาวต่างประเทศ มีพ่อค้าชาวจีนซึ่งเคารพศรัทธาต่อองค์เจ้าแม่เทียงโหวเชี้ยบ้อ (เจ้าแม่ทับทิม หรืออีกในหลายชื่อ) จากเมืองจีนได้นำผงธูปติดตัวมาเพื่อเป็นที่พึ่งทางใจในระหว่างเดินทางโดยได้ เดินทางมาทางเรือและมาติดต่อค้าขายกับพ่อค้าชาวจีนในเมืองไทย เมื่อมาถึงเมืองคูบัว(ราชบุรี) ซึ่งเป็นเมืองท่า ได้เดินทางมาที่บ้านโป่ง โดยเดินทางมาตามลำน้ำแม่กลอง เมื่อมาถึงตำบลเบิกไพร(ในสมัยนั้นเป็นชุมชนการค้าขาย ตามประวัติอำเภอบ้านโป่ง จากหนังสือลุ่มน้ำแม่กลองของมหาวิทยาลัยศิลปากรและจดหมายเหตุเมืองราชบุรี ซึ่งหาหลักฐานได้ที่วัดม่วง),"13.7941781, 99.8634635",13.7941781,99.8634635
ศูนย์อนุรักษ์ป่าชายเลนคลองโคน,Khlong Khon Mangrove Forest Conservation Center,บริเวณวัดคลองโคน ตำบลคลองโคน,1/3 หมู่ 3 ,ภาคกลาง,,เมืองสมุทรสงคราม,สมุทรสงคราม,แหล่งท่องเที่ยวทางธรรมชาติ,พรุ/ป่าชายเลน/พื้นที่ชุ่มน้ำ,ทุกวัน  9.00  17.00 น,"สมัยก่อนพื้นที่ป่าชายเลนบ้านคลองโคนถูกบุกรุกทำลาย เพื่อนำมาทำนากุ้งและทำประโยชน์อื่นๆ  ความอุดมสมบูรณ์ของทรัพยากรทางทะเลใกล้ชายฝั่งได้สูญเสียไป  จนไม่สามารถทำการประมงชายฝั่งได้ ทำให้ประชากรในพื้นที่แยกย้ายไปประกอบอาชีพที่อื่น

ต่อมาในปี พ.ศ.2534  ชาวบ้านในพื้นที่โดยการนำของผู้ใหญ่ไพบูลย์ รัตนพงศ์ธระ (ชงค์) ได้ช่วยกันฟื้นฟูสภาพของป่าชายเลน เพื่อให้มีความอุดมสมบูรณ์เหมือนแต่ก่อน ในช่วง 3 ปีแรกไม่ประสบความสำเร็จ ต่อมาหน่วยงานรัฐเริ่มเห็นความสำคัญโดยเฉพาะเป็นพระมหากรุณาธิคุณจากสมเด็จพระเทพฯ ที่ทรงเห็นความสำคัญของการปลูกป่าชายเลนที่นี่ จึงได้เสด็จมาทรงปลูกป่าชายเลนที่นี่ด้วยพระองค์เองในปี พ.ศ.  2540, 2541, 2542, 2545  และ 2547  จนปัจจุบันพื้นที่ป่าชายเลนของบ้านคลองโคนกลับมาอุดมสมบูรณ์อีกครั้ง เกิดมีสัตว์น้ำชายฝั่งมากมาย สามารถทำการประมงเลี้ยงชีพได้อย่างพอเพียง  ชาวบ้านบางส่วนได้รวมตัวกันเป็นกลุ่มอาชีพตามความถนัด เช่น กลุ่มชาวเรือ กลุ่มทำอาหาร กลุ่มกระเตง (กระท่อมของชาวประมงที่ปลูกกลางทะเลเพื่อใช้เฝ้าฟาร์มหอยแครง)  และเกิดเป็นการเที่ยวเชิงอนุรักษ์ขึ้นมา","13.3313426, 99.969841",13.3313426,99.969841
กลุ่มเรือจำลองฉลอมชายฝั่ง,ไม่มี,ใกล้วัดบางหญ้าแพรก  ตำบลบางหญ้าแพรก อำเภอเมืองสมุทรสาคร,260 หมู่ 4 ,ภาคกลาง,,เมืองสมุทรสาคร,สมุทรสาคร,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ประวัติความเป็นมา,08.30 16.30 น.,"เริ่มต้นด้วยคุณธงชัย สายแสงจันทร์ ประธานกลุ่มเรือจำลอง เกิดและเติบโตที่ท่าฉลอมไม่เคยเห็นเรือแบบต่างๆ มากพอ เกิดความสงสัยจึงได้ถามคุณพ่อที่มีอาชีพทำประมงตั้งแต่กำเนิดว่ามีเรือประเภทไหนบ้าง จนสะสมความรู้ทั้งที่มาจากคุณพ่อเล่าให้ฟังและจากประสบการณ์ค้นคว้าของตนเองมาเกิดความสนใจและหลงใหลในการศิลปะทางด้านการต่อเรือ จนถึงประมาณปี พ.ศ.2540 จึงได้เริ่มมีการรวมตัวช่างฝีมือทางการตกแต่งด้านต่างๆ ไว้หลายคน แต่ยังไม่ค่อยมีงานทำ เลยทางกลุ่มคิดว่าน่าจะทำงานศิลปะเฉพาะด้านและขายได้ จึงได้คิดจะทำเรือประมงจำลองขึ้น เพราะมีการลงทุนน้อย และวัสดุต่างๆ ยังอยู่ในชุมชนซึงหาได้ง่าย การดำเนินงานในระยะแรกเจอกับอุปสรรคหลายอย่าง จนเวลาผ่านมาหลายปีได้ศึกษาความต้องการของตลาด ผลิตงานที่ตลาดต้องการเป็นส่วนมาก แต่ก็ยังอนุรักษ์ของเก่าแบบดั้งเดิมไว้ ซึ่งทางกลุ่มมีความคิดที่จะอนุรักษ์รูปแบบของเรือไว้ตลอดไปเพื่อไม่ให้ศูนย์หาย จึงรวมตัวการนำสินค้ามาจำหน่ายตามงานต่าง ๆ โดยมีสถานที่ผลิตสินค้าอยู่ที่บ้านคุณธงชัย
กลุ่มเรือฉลอมชายฝั่งเริ่มก่อตั้งเมื่อปี พ.ศ.2549 เข้าเป็นสินค้า OTOP เพื่ออนุรักษ์ และเผยแพร่ตำนาน รูปลักษณ์ของเรือฉลอม ซึ่งเป็นเรือประจำท้องถิ่นในรูปแบบเรือจำลอง ให้ใกล้เคียงเรือจริงที่ใกล้จะสูญหายแล้วในปัจจุบัน เมื่อทำการค้นคว้าเรื่องเรือต่อไปทำให้หลงเสน่ห์ของเรือไทยต่าง ๆมากมาย ประวัติ รูปร่าง วัสดุที่ใช้ เครื่องมือ เครื่องใช้ต่าง ๆ ภูมิปัญญาของคนสมัยก่อน และพิธีกรรมต่าง ๆ ที่เกี่ยวข้องกับเรือ ช่างคิดช่างประดิษฐ์ ทางกลุ่ม เรือจำลอง(เรือฉลอมชายฝั่ง) จึงคิดจะหาโอกาส ทำพิพิธภัณฑ์ประจำถิ่นเพื่อเผยแพร่ให้ความรู้ อนุรักษ์เรือในรูปแบบเรือจำลอง ไว้ให้แก่เยาวชนรุ่นหลัง และผู้ที่ได้ศึกษาค้นคว้าต่อไป","13.5195968, 100.2777612",13.5195968,100.2777612
ศูนย์ศึกษาวิธีการฟื้นฟูที่ดินเสื่อมโทรมเขาชะงุ้ม อันเนื่องมาจากพระราชดำริ,ไม่มี,ตั้งอยู่บ้านเขาชะงุ้ม หมู่ที่ 2 ตำบลเขาชะงุ้ม อำเภอโพธาราม,หมู่ 2 บ้านเขาชะงุ้ม,ภาคกลาง,เขาชะงุ้ม,โพธาราม,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร),ทุกวันตั้งแต่เวลา 08.00  17.00 น.,"โครงการศึกษาวิธีการฟื้นฟูที่ดินเสื่อมโทรมเขาชะงุ้ม อันเนื่องมาจากพระราชดำริ ตำบลเขาชะงุ้ม อำเภอโพธาราม จังหวัดราชบุรี เดิมพื้นที่โครงการเป็นฟาร์มปศุสัตว์และปลูกพืชไร่ มีการใช้ดินอย่างผิดวิธี ทำให้หน้าดินเสียหาย ดินขาดความอุดมสมบูรณ์เกิดความแห้งแล้งไม่สามารถปลูกพืชได้ หรือปลูกได้แต่ผลผลิตลดลงมาก พื้นที่ถูกปล่อยทิ้งร้าง บางส่วนมีการขุดลูกรังไปขาย ดินสวนใหญ่เป็นดินตื้น เนื้อดินเป็นดินร่วนปนทรายและปนกรวด มีชั้นดานแข็งอยู่ข้างล่างลึกประมาณ 40 เซนติเมตร จากผิวดินบน พระบาทสมเด็จพระเจ้าอยู่หัวฯ รัชกาลที่ 9 ได้เสด็จพระราชดำเนินทอดพระเนตรโครงการศึกษาวิธีการฟื้นฟูที่ดินเสื่อมโทรมเขาชะงุ้มฯ ครั้งแรก เมื่อวันที่ 26 พฤศจิกายน 2529 ได้มีพระราชดำริ ให้ดำเนินการศึกษาวิธีการปรับปรุงดินเสื่อมโทรม ให้สามารถใช้ประโยชน์ในการเพาะปลูกได้ โดยการทดสอบวางแผน และจัดระบบปลูกพืชที่เหมาะสมกับสภาพพื้นที่ในลักษณะศูนย์ศึกษาการพัฒนาขนาดย่อม  จนมีสภาพที่อุดมสมบูรณ์ขึ้นกว่าในอดีตมาก หนึ่งในพระราชดำริแนะนำว่า  ให้ช่วยดูแลรักษาป่า อย่าไปรังแกป่า ถ้าปล่อยทิ้งไว้ไม่ให้ใครรบกวนป่า ระยะเวลา 30 40 ปี ป่าแห่งนี้จะคืนสภาพจากเต็งรังเป็นป่าเบญจพรรณ   ที่นี่จึงเหมาะแก่การเป็นแหล่งท่องเที่ยวเชิงเกษตร ได้ทั้งความรู้ และเพลิดเพลิน รวมถึงเป็นแหล่งศึกษาดูงานของนักศึกษาและประชาชนทั่วไป  
 
ได้รับรางวัลยอดเยี่ยม Thailand Tourism Gold Awards ประเภทแหล่งท่องเที่ยว สาขาแหล่งท่องเที่ยวเพื่อการเรียนรู้ และ รางวัลดีเด่น Thailand Tourism Silver Awards ประเภทการท่องเที่ยวคาร์บอนตํ่าเพื่อความยั่งยืน 
ของการประกวดรางวัลอุตสาหกรรมท่องเที่ยวไทย ครั้งที่ 14 ประจำปี 2566 
 ","13.712038, 99.6950025",13.712038,99.6950025
วัดเขาอีส้าน เทพประทาน,ไม่มี,ห่างจากสี่แยกไฟแดง อำเภอปากท่อ ประมาณ 6.4 กิโลเมตร ,หมู่ 6,ภาคกลาง,ดอนทราย,ปากท่อ,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),ทุกวันตั้งแต่เวลา 08.00   17.00 น.,ตั้งอยู่หมู่ที่ 6 ตำบลดอนหวาย อำเภอปากท่อ จังหวัดราชบุรี สังกัดสงฆ์มหานิกาย ก่อตั้งสถาปนาเป็นวัดเมื่อวันที่ 30 พฤษภาคม 2528 ได้รับพระราชทานวิสุงคามสีมาเมื่อวันที่ 13 มกราคม 2538 ได้รับการทำนุบำรุงจากพุทธศาสนิกชน ประชาชน บุคลากรหน่วยงานภาครัฐ และเอกชนมาร่วมทำกิจกรรมกับทางวัด โดยเฉพาะการเรียนรู้ทางธรรม ปฏิบัติธรรมจนมีอาคารที่พักเข้าค่ายปฏิบัติธรรมะที่สะดวกสบาย,"13.3841898, 99.7735177",13.3841898,99.7735177
พิพิธภัณฑ์ปานถนอม,,บ้านหนองจิก,8/1 หมู่ 1 ,ภาคกลาง,,เขาย้อย,เพชรบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์,เวลาเปิดทำการ: 09.00   16.00 น.,พิพิธภัณฑ์พื้นบ้านของชาวไทยทรงดำ หรือไทยดำ บางก็เรียกว่า ลาวโซ่ง เป็นชาติพันธุ์ตระกูลไทย มีอัตลักษณ์ของตนเองอย่างโดดเด่นซึ่งไม่ซ้ำแบบใคร ไม่ว่าจะเป็นในเรื่องภาษาศิลปะการเย็บปัก การดนตรีและการร่ายรำ การแต่งกายทรงผม โดยมีวิถีชีวิตที่เรียบง่ายตามหลักธรรมชาติ ก่อกำเนิดจากความตั้งใจของอาจารย์ถนอม คงยิ้มละมัย ลูกสาวชาวโซ่งและเป็นคนเมืองเพชรบุรีมาแต่กำเนิด อาจารย์ถนอมได้มีโอกาสเรียนหนังสือและจบมาทำงานเป็นครูในโรงเรียนที่อำเภอเขาย้อย ด้วยความที่มีเชื้อสายชาวโซ่งอาจารย์ถนอมเห็นว่า แม้กลุ่มผู้ใหญ่ยังจะเหนียวแน่นในเรื่องขนบประเพณีเดิมของชาวไทยโซ่ง แต่เด็กในปัจจุบันที่จะรู้จักประเพณีวัฒนธรรมและสามารถจดจำเรื่องราวรายละเอียดต่างๆของชาวโซ่งอยู่ได้นั้น หาได้ยากและน้อยลงเต็มที จึงเชื่อว่าการก่อตั้งพิพิธภัณฑ์น่าจะเป็นแหล่งเรียนรู้ที่ดีเกี่ยวกับเรื่องวิถีชีวิตของชาวลาวโซ่ง วัฒนธรรม ความเชื่อและประเพณีปฏิบัติของชาวโซ่งได้ อาจารย์จึงเริ่มสร้างพิพิธภัณฑ์ในเขตบ้านของตนเอง,"13.176144031997476, 99.8361150857315",13.17614403,99.83611509
ค่ายบุรฉัตร,ไม่มี,อยู่ตำบลเกาะพลับพลา อำเภอเมืองราชบุรี,,ภาคกลาง,,เมืองราชบุรี,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์กีฬา/สนามกีฬาสถานที่ทางการกีฬาทางบก/ทางน้ำ/ทางอากาศ,08.30 16.30,"  ค่ายบุรฉัตร ที่ตั้งของหน่วยกองพลทหารช่าง เดิมเรียกว่า ค่ายภาณุรังษี ส่วนที่ ๒ แต่วันนี้ได้รับพระราชทานนามค่ายใหม่ว่า “ค่ายบุรฉัตร” อันเป็นพระนามเดิมของพระองค์เจ้าบุรฉัตรไชยากร หรือพลเอกพระเจ้าบรมวงศ์เธอกรมพระกำแพงเพชรอัครโยธิน ผู้ทรงมีคุณูปการแก่เหล่าทหารช่างอย่างมากมาย จนได้รับการสถาปนาว่าเป็น   “ พระบิดาแห่งเหล่าทหารช่าง ”  
  สำนักงานการท่องเที่ยวกรมการทหารช่าง ในปี ๒๕๔๕ กรมการทหารช่างได้รับงบประมาณในการจัดตั้งศูนย์บริการ
การท่องเที่ยวภายในหน่วยทหาร ตามแผนงานโครงการของกองทัพบก
โดยได้รับงบประมาณจากรัฐบาลเพื่อเป็นการกระตุ้นเศรษฐกิจเมื่อปี ๒๕๔๕ โดยมีวัตถุประสงค์ของโครงการเพื่อเสริมสร้างประสบการชีวิต ให้กับผู้มาใช้บริการเพื่อให้ประชาชนเกิดความเชื่อมั่นศรัทธาต่อทหารและกองทัพเพื่อให้ประชาชนและเยาวชน
ได้เรียนรู้ทักษะทางทหาร และความมีระเบียบวินัย เพื่อส่งเสริมและเผยแผ่การ
ท่องเที่ยวภายในหน่วยทหาร ให้ประชาชนได้รับทราบมากยิ่งขึ้น","13.5657242, 99.7616772",13.5657242,99.7616772
โรงงาน เถ้า ฮง ไถ่,Tao Hong Tai Ceramics Factory,ตั้งอยู่บนถนนเจดีย์หัก ใกล้แยกเจดีย์หัก ตำบลเจดีย์หัก อำเภอเมืองราชบุรี ,234 หมู่ 2,ภาคกลาง,,เมืองราชบุรี,ราชบุรี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน,08.00 17.00 น.,โรงงาน “ เถ้า ฮง ไถ่” ถือได้ว่าเป็นโรงงานผลิตเครื่องปั้นดินเผาที่เก่าแก่คู่เมืองราชบุรี โดยเริ่มตั้งแต่ปี พ.ศ 2476 นายซ่งฮง แซ่เตีย ได้มาพบแหล่งดินที่จังหวัดราชบุรี จึงได้ชวนพรรคพวกมาตั้งโรงงานผลิตไหน้ำปลา โอ่งน้ำไม่มีลาย กระถางต้นไม้ เป็นโรงงานแรกของราชบุรี และต่อมาได้พัฒนาผลิตภัณฑ์มาอย่างต่อเนื่องจนถึงปัจจุบัน จนมาถึงทายาทรุ่นที่ 3 คุณวศินบุรี(ติ้ว) สุพานิชวรภาชน์ เล็งเห็นถึงการอยู่รอดของโรงงานที่ในขณะนั้นมีการแข่งขันสูง มีโรงโอ่งเกิดขึ้นมากมายถึง 20 กว่าโรง เกิดภาวะโอ่งล้นตลาด และยุคสมัยที่เปลี่ยนไป คนต้องการโอ่งน้ำเก็บน้ำน้อยลง จึงได้พัฒนางานเซรามิกที่หลุดกรอบเดิมๆ ออกมาเป็นงานศิลปะสร้างสรรค์ที่สวยงามร่วมสมัยและใช้สอยได้จริง  ไม่ได้มีเพียงสีน้ำตาล เขียวไข่กาเหมือนเช่นแต่ก่อน แต่มีสีกว่า 600 กว่าสีในปัจจุบัน และรูปแบบแปลกใหม่เกิดขึ้นอยู่เสมอ นอกจากนี้ ที่นี่ยังเปิดให้เยี่ยมชมวิธีการทำ และขั้นตอนการผลิตข้าวของเครื่องใช้ต่าง ๆ ของโรงงาน ได้ทั้งการปั้นและการเขียนลายโดยช่างผู้ชำนาญ พร้อมมีนิรรศการงานศิลปะจัดแสดงสับเปลี่ยนหมุนเวียนกันไป   ด้านหน้าเป็นลานสนามหญ้ากว้างเป็นร้านกาแฟเก๋ไก๋สำหรับต้อนรับนักท่องเที่ยว ที่มาเยือน มีมุมสวย ๆ ให้นั่งจิบกาแฟ หรือจะโพสต์ท่าถ่ายรูปเก็บไว้เป็นที่ระลึกอยู่หลายจุด บริเวณโดยรอบจัดตกแต่งด้วยงานเซรามิคสีสันสดใส สลับกับต้นไม้สีเขียว ชอบสินค้าชิ้นไหนก็สามารถซื้อหากลับบ้านได้เลย,"13.5445052, 99.8044882",13.5445052,99.8044882
วัดโชติทายการาม,ไม่มี,อยู่ที่ หมู่ 1 ตำบลดำเนินสะดวก ใกล้ที่ว่าการอำเภอดำเนินสะดวก,3 หมู่ 1,ภาคกลาง,ดำเนินสะดวก,ดำเนินสะดวก,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์,ทุกวันตั้งแต่เวลา 08.00   17.00 น.,"วัดโชติทายการาม เป็นวัดในพระพุทธศาสนาเถรวาท สังกัดคณะสงฆ์มหานิกาย ตั้งอยู่เลขที่ 3 หมู่ที่ 1 ต.ดำเนินสะดวก อ.ดำเนินสะดวกจ.ราชบุรี สร้างขึ้นด้วยศรัทธาของคุณปู่มั่ง มั่งมี คหบดีผู้มีใจกุศล ถวายที่ดินของตนเพื่อสร้างวัด กับทั้งบอกบุญชาวบ้านรวมเงินได้ 1 ชั่งเศษ ก่อสร้างกุฏิ 1 หลัง เมื่อ พ.ศ. 2417 แล้วนิมนต์พระภิกษุช่วง จากวัดบางคนฑีใน มาเป็นเจ้าอาวาสองค์แรก มีศาสนสถานและปูชนียสถานภายในวัดที่สำคัญ เช่น หลวงพ่อลพบุรีราเมศร์ พระพุทธรูปปางมารวิชัย สมัยสุโขทัย, ประตูเมืองลับแล,มณฑบ,ศาลาการเปรียญ เป็นวัดที่ พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว (ร.5) ทรงเคยเสด็จประพาสต้นเมื่อ พ.ศ. 2447, พระบาทสมเด็จพระเจ้าอยู่หัว และสมเด็จพระนางเจ้าพระบรมราชินีนาถ ได้เสด็จมาบำเพ็ญพระราชกุศ ถวายผ้าพระกฐินต้น เมื่อ พ.ศ. 2510","13.5168288, 99.9531081",13.5168288,99.9531081
วัดใหญ่นครชุมน์,ไม่มี,อยู่ในชุมชนชาวมอญ  หมู่ที่ 6 ตำบลนครชุมน์ อำเภอบ้านโป่ง ริมฝั่งแม่น้ำแม่กลองฝั่งตะวันออก,หมู่ 6,ภาคกลาง,,บ้านโป่ง,ราชบุรี,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),,วัดใหญ่นครชุมน์ ตั้งอยู่ในชุมชนชาวมอญ  เป็นวัดเก่าแก่ ตั้งอยู่ ณ หมู่ที่ 6 ต.นครชุมน์ อ.บ้านโป่ง จ.ราชบุรี  ประชากรส่วนใหญ่เป็นคนไทยเชื้อสายรามัญ ซึ่งอพยพเข้ามาอยู่ในประเทศไทย เมื่อหลายร้อยปีก่อน นับจากปี พ.ศ. 2081 2084 ซึ่งตรงกับรัชสมัยสมเด็จพระมหาจักรพรรดิราชาธิราช แห่งกรุงศรีอยุธยา นอกจากนี้ยังมีการเดินทางเข้ามาอีกหลายระลอก ในช่วงสมัยอยุธยา ธนบุรี จนถึงต้นรัตนโกสินทร์ อพยพเข้ามาจากเมืองหงสาวดีประเทศพม่า เข้ามาพึ่งบรมโพธิสมภาร มารวมอยู่เป็นกลุ่มใหญ่ประกอบอาชีพสุจริต ดำเนินชีวิตอย่างสงบราบเรียบ และใฝ่ธรรมป็นปกตินิสัยของชนชาติมอญ   สำหรับวัดใหญ่นครชุมน์ ไม่ปรากฏหลักฐานแน่ชัดว่าใครเป็นผู้สร้างมาแต่ ปีพ.ศ.ใด ตามข้อสันนิษฐานของคนเก่าแก่ในพื้นบ้านประกอบหลักฐานที่ค้นพบบางสิ่งบางประการ เชื่อว่าเป็นวัดที่มีความเก่าแก่แห่งยุคทวาราวดี มีอายุกว่าพันปีมาแล้ว ซึ่งกลายเป็นวัดร้างแทบไม่เหลือซากปรักหักพังให้เห็น ต่อมาเมื่อมีชนชาติมอญอพยพเข้ามาอยู่ โดยสร้างหลักปักฐานมั่นคงแล้ว ได้สร้างวัดขึ้นใหม่ตรงที่วัดร้างเดิม แต่ยังเป็นเพียงสำนักสงฆ์ขนาดเล็กพอให้พระอยู่อาศัยชาวบ้านได้เข้าวัดทำบุญ ฟังเทศน์ฟังธรรม เป็นเนื้อนาบุญอันสำคัญ โดยเป็นเครื่องยึดเหนี่ยวจิตใจ เป็นศูนย์รวมใจของชาวบ้านซึ่งเป็นคนมอญเป็นอย่างดี ถึงเวลาสงกรานต์มีการทำบุญปล่อยนกปล่อยปลา การเล่น ตามประเพณีโบราณ ยึดมั่นไม่เสื่อมคลายมาจนถึงปัจจุบัน มีศิลปะการก่อสร้างถาวรวัตถุภายในวัด เช่น กุฏิ ศาลา อุโบสถ พระเจดีย์ เป็นศิลปะของชาวมอญอย่างสมบรูณ์แบบ กรมการศาสนา กระทรวงศึกษาธิการประกาศให้เป็นวัดโดยถูกต้องเป็นทางการเมื่อปี พ.ศ.2484 คณะสงฆ์สังกัดมหานิกาย,"13.7722702, 99.8491522",13.7722702,99.8491522
วัดปราโมทย์,Wat Pramote, ริมคลองแควอ้อมบ้านบางสะแก,หมู่ 2,ภาคกลาง,,บางคนที,สมุทรสงคราม,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ),07.00   17.00 น.,"วัดปราโมทย์เป็นวัดเก่าแก่โบราณ สร้างขึ้นเมื่อใดไม่อาจทราบได้ และรกร้างมานาม น่าจะเป็นวัดที่มีอายุใกล้เคียงกับวัดบางะแก ซึ่งอยู่ใกล้กัน จนกระทั่ง ""พระครูวิมลเกียรติ"" ได้มาปฏิสังขรณ์ และดำเนินการก่อสร้างขึ้นใหม่ โดยมีพระอธิการเริกเป็นเจ้าอาวาสรูปแรก  และเจ้าอาวาสรูปต่อๆ มาได้รับสืบต่อมา ทั้งปฏิสังขรณ์ และก่อสร้างขึ้นใหม่ ทำให้วัดปราโมทย์มีความสมบูรณ์ด้านศาสนสถานเป็นอย่างมาก ตั้งแต่อุโบสถ ศาลาการเปรียญ กุฏิสงฆ์ ตลอดจน ฌาปนสถาน ฯลฯ ทำให้วัดปราโมทย์เป็นวัดที่สะอาด สวยงาม ควรชมเป็นอย่างยิ่ง ทั้งนี้ด้วยความสามารถของเจ้าอาวาส วัดนี้มีความสมบูรณ์ด้วยการศึกษามีทั้งโรงเรียนปริยัติธรรม และโรงเรียนประถมศึกษา และสำนักอุบาสิกา ได้รับอนุญาตให้ตั้งเป็นวัด เมื่อ พ.ศ. 2441 และได้รับวิสุงคามสีมา พ.ศ. 2496
","13.4666875, 99.8921874999999",13.4666875,99.8921875
